Institute,Country,Model,Portal,Downscaling
CSIRO-BOM,Australia,ACCESS1.3,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
CSIRO-QCCCE,Australia,CSIRO-Mk3.6.0,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
EC-EARTH,Europe,EC-EARTH,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
FIO,China,FIO-ESM,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
GCESS,China,BNU-ESM,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
INM,Russian Federation,INMCM4,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
IPSL,France,IPSL-CM5A-LR,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
IPSL,France,IPSL-CM5A-MR,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
IPSL,France,IPSL-CM5B-LR,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
LASG-CESS,China,FGOALS-g2,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
LASG-CESS,China,FGOALS-gl,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
LASG-CESS,China,FGOALS-s2,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
MIROC,Japan,MIROC4h,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
MIROC,Japan,MIROC5,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
MIROC,Japan,MIROC-ESM,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
MIROC,Japan,MIROC-ESM-CHEM,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
MOHC,UK,HadCM3,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
MOHC,UK,HadCM3,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
MOHC,UK,HadCM3Q,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
MOHC,UK,HadGEM2-A,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
MOHC,UK,HadGEM2-CC,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
MOHC,UK,HadGEM2-CC,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
MOHC,UK,HadGEM2-ES,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
MOHC,UK,HadGEM2-ES,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
MPI-M,Germany,MPI-ESM-LR,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
MPI-M,Germany,MPI-ESM-MR,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
MPI-M,Germany,MPI-ESM-P,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
MRI,Japan,MRI-AGCM3.2H,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
MRI,Japan,MRI-AGCM3.2S,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
MRI,Japan,MRI-CGCM3,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
MRI,Japan,MRI-ESM1,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
NASA,USA,GISS-E2-H,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
NASA,USA,GISS-E2-H-CC,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
NASA,USA,GISS-E2-R,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
NASA,USA,GISS-E2-R-CC,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
NASA,USA,GEOS-5,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
NCAR,USA,CCSM4,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
NorESM,Norway,NorESM1-M,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
NorESM,Norway,NorESM1-ME,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
NICAM,Japan,NICAM.09,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
NIMR-KMA,Korea,HadGEM2-AO,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
NOAA,USA,GFDL-CM2.1,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
NOAA,USA,GFDL-CM3,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
NOAA,USA,GFDL-ESM2G,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
NOAA,USA,GFDL-ESM2M,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
NOAA,USA,GFDL-HIRAM-C180,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
NOAA,USA,GFDL-HIRAM-C360,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
NCAR,USA,CESM1-BGC,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
NCAR,USA,CESM1-CAM5,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
BCC,China,BCC-CSM2-MR,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
CCCma,Canada,CanESM5,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
CNRM-CERFACS,France,CNRM-CM6-1,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
CNRM-CERFACS,France,CNRM-ESM2-1,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
EC-EARTH,Europe,EC-Earth3-Veg,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
LASG IAP,China,FGOALS-g3,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
NOAA,USA,GFDL-CM4,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
NOAA,USA,GFDL-ESM4,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
MOHC,UK,HadGEM3-GC31-LL,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
INM-RAS,Russian Federation,INMCM4-8,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
INM-RAS,Russian Federation,INM-CM5-0,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
IPSL,France,IPSL-CM6A-LR,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
MIROC,Japan,MIROC6,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
MIROC,Japan,MIROC-ES2L,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
MPI-M,Germany,MPI-ESM-1-2-HR,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
MPI-M,Germany,MPI-ESM-1-2-LR,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
MRI,Japan,MRI-ESM2-0,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
NUIST,China,NESM3,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
NorESM,Norway,NorESM2-LM,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
NorESM,Norway,NorESM2-MM,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
MOHC,UK,UKESM1-0-LL,GDO-DCHP,"LOCA, BCSD, BCCA, Regrid"
BCC,China,BCC-CSM1.1,KNMI Climate Change Atlas,Regrid
BCC,China,BCC-CSM1.1m,KNMI Climate Change Atlas,Regrid
CCCma,Canada,CanAM4,KNMI Climate Change Atlas,Regrid
CCCma,Canada,CanCM4,KNMI Climate Change Atlas,Regrid
CCCma,Canada,CanESM2,KNMI Climate Change Atlas,Regrid
CanESM,Canada,CanESM2,KNMI Climate Change Atlas,Regrid
CMCC,Italy,CMCC-CESM,KNMI Climate Change Atlas,Regrid
CMCC,Italy,CMCC-CM,KNMI Climate Change Atlas,Regrid
CMCC,Italy,CMCC-CMS,KNMI Climate Change Atlas,Regrid
CNRM-CERFACS,France,CNRM-CM5,KNMI Climate Change Atlas,Regrid
CNRM-CERFACS,France,CNRM-CM5-2,KNMI Climate Change Atlas,Regrid
NOAA,USA,CFSv2-2011,KNMI Climate Change Atlas,Regrid
NOAA,USA,CFSv2-2011,KNMI Climate Change Atlas,Regrid
CSIRO-BOM,Australia,ACCESS1.0,KNMI Climate Change Atlas,Regrid
CSIRO-BOM,Australia,ACCESS1.3,KNMI Climate Change Atlas,Regrid
CSIRO-QCCCE,Australia,CSIRO-Mk3.6.0,KNMI Climate Change Atlas,Regrid
EC-EARTH,Europe,EC-EARTH,KNMI Climate Change Atlas,Regrid
FIO,China,FIO-ESM,KNMI Climate Change Atlas,Regrid
GCESS,China,BNU-ESM,KNMI Climate Change Atlas,Regrid
INM,Russian Federation,INMCM4,KNMI Climate Change Atlas,Regrid
IPSL,France,IPSL-CM5A-LR,KNMI Climate Change Atlas,Regrid
IPSL,France,IPSL-CM5A-MR,KNMI Climate Change Atlas,Regrid
IPSL,France,IPSL-CM5B-LR,KNMI Climate Change Atlas,Regrid
LASG-CESS,China,FGOALS-g2,KNMI Climate Change Atlas,Regrid
LASG-CESS,China,FGOALS-gl,KNMI Climate Change Atlas,Regrid
LASG-CESS,China,FGOALS-s2,KNMI Climate Change Atlas,Regrid
MIROC,Japan,MIROC4h,KNMI Climate Change Atlas,Regrid
MIROC,Japan,MIROC5,KNMI Climate Change Atlas,Regrid
MIROC,Japan,MIROC-ESM,KNMI Climate Change Atlas,Regrid
MIROC,Japan,MIROC-ESM-CHEM,KNMI Climate Change Atlas,Regrid
MOHC,UK,HadCM3,KNMI Climate Change Atlas,Regrid
MOHC,UK,HadCM3,KNMI Climate Change Atlas,Regrid
MOHC,UK,HadCM3Q,KNMI Climate Change Atlas,Regrid
MOHC,UK,HadGEM2-A,KNMI Climate Change Atlas,Regrid
MOHC,UK,HadGEM2-CC,KNMI Climate Change Atlas,Regrid
MOHC,UK,HadGEM2-CC,KNMI Climate Change Atlas,Regrid
MOHC,UK,HadGEM2-ES,KNMI Climate Change Atlas,Regrid
MOHC,UK,HadGEM2-ES,KNMI Climate Change Atlas,Regrid
MPI-M,Germany,MPI-ESM-LR,KNMI Climate Change Atlas,Regrid
MPI-M,Germany,MPI-ESM-MR,KNMI Climate Change Atlas,Regrid
MPI-M,Germany,MPI-ESM-P,KNMI Climate Change Atlas,Regrid
MRI,Japan,MRI-AGCM3.2H,KNMI Climate Change Atlas,Regrid
MRI,Japan,MRI-AGCM3.2S,KNMI Climate Change Atlas,Regrid
MRI,Japan,MRI-CGCM3,KNMI Climate Change Atlas,Regrid
MRI,Japan,MRI-ESM1,KNMI Climate Change Atlas,Regrid
NASA,USA,GISS-E2-H,KNMI Climate Change Atlas,Regrid
NASA,USA,GISS-E2-H-CC,KNMI Climate Change Atlas,Regrid
NASA,USA,GISS-E2-R,KNMI Climate Change Atlas,Regrid
NASA,USA,GISS-E2-R-CC,KNMI Climate Change Atlas,Regrid
NASA,USA,GEOS-5,KNMI Climate Change Atlas,Regrid
NCAR,USA,CCSM4,KNMI Climate Change Atlas,Regrid
NCC,Norway,NorESM1-M,KNMI Climate Change Atlas,Regrid
NorESM,Norway,NorESM1-M,KNMI Climate Change Atlas,Regrid
NCC,Norway,NorESM1-ME,KNMI Climate Change Atlas,Regrid
NorESM,Norway,NorESM1-ME,KNMI Climate Change Atlas,Regrid
NICAM,Japan,NICAM.09,KNMI Climate Change Atlas,Regrid
NIMR-KMA,Korea,HadGEM2-AO,KNMI Climate Change Atlas,Regrid
NOAA,USA,GFDL-CM2.1,KNMI Climate Change Atlas,Regrid
NOAA,USA,GFDL-CM3,KNMI Climate Change Atlas,Regrid
NOAA,USA,GFDL-ESM2G,KNMI Climate Change Atlas,Regrid
NOAA,USA,GFDL-ESM2M,KNMI Climate Change Atlas,Regrid
NOAA,USA,GFDL-HIRAM-C180,KNMI Climate Change Atlas,Regrid
NOAA,USA,GFDL-HIRAM-C360,KNMI Climate Change Atlas,Regrid
NCAR,USA,CESM1-BGC,KNMI Climate Change Atlas,Regrid
NCAR,USA,CESM1-CAM5,KNMI Climate Change Atlas,Regrid
CSIRO-BOM,Australia,ACCESS-CM2,KNMI Climate Change Atlas,Regrid
CSIRO-BOM,Australia,ACCESS-ESM1-5,KNMI Climate Change Atlas,Regrid
BCC,China,BCC-CSM2-MR,KNMI Climate Change Atlas,Regrid
CCCma,Canada,CanESM5,KNMI Climate Change Atlas,Regrid
CNRM-CERFACS,France,CNRM-CM6-1,KNMI Climate Change Atlas,Regrid
CNRM-CERFACS,France,CNRM-ESM2-1,KNMI Climate Change Atlas,Regrid
EC-EARTH,Europe,EC-Earth3-Veg,KNMI Climate Change Atlas,Regrid
LASG IAP,China,FGOALS-g3,KNMI Climate Change Atlas,Regrid
NOAA,USA,GFDL-CM4,KNMI Climate Change Atlas,Regrid
NOAA,USA,GFDL-ESM4,KNMI Climate Change Atlas,Regrid
MOHC,UK,HadGEM3-GC31-LL,KNMI Climate Change Atlas,Regrid
INM-RAS,Russian Federation,INMCM4-8,KNMI Climate Change Atlas,Regrid
INM-RAS,Russian Federation,INM-CM5-0,KNMI Climate Change Atlas,Regrid
IPSL,France,IPSL-CM6A-LR,KNMI Climate Change Atlas,Regrid
MIROC,Japan,MIROC6,KNMI Climate Change Atlas,Regrid
MIROC,Japan,MIROC-ES2L,KNMI Climate Change Atlas,Regrid
MPI-M,Germany,MPI-ESM-1-2-HR,KNMI Climate Change Atlas,Regrid
MPI-M,Germany,MPI-ESM-1-2-LR,KNMI Climate Change Atlas,Regrid
MRI,Japan,MRI-ESM2-0,KNMI Climate Change Atlas,Regrid
NUIST,China,NESM3,KNMI Climate Change Atlas,Regrid
NorESM,Norway,NorESM2-LM,KNMI Climate Change Atlas,Regrid
NorESM,Norway,NorESM2-MM,KNMI Climate Change Atlas,Regrid
MOHC,UK,UKESM1-0-LL,KNMI Climate Change Atlas,Regrid
